filename,v,w
16768.png,0.22,-2.7755575615628914e-17
16769.png,0.22,-2.7755575615628914e-17
16770.png,0.22,-2.7755575615628914e-17
16771.png,0.22,-2.7755575615628914e-17
16772.png,0.22,-2.7755575615628914e-17
16773.png,0.22,-2.7755575615628914e-17
16774.png,0.22,-2.7755575615628914e-17
16775.png,0.22,-2.7755575615628914e-17
16776.png,0.22,-2.7755575615628914e-17
16777.png,0.22,-2.7755575615628914e-17
16778.png,0.22,-2.7755575615628914e-17
16779.png,0.22,-2.7755575615628914e-17
16780.png,0.22,-2.7755575615628914e-17
16781.png,0.22,-2.7755575615628914e-17
16782.png,0.22,-2.7755575615628914e-17
16783.png,0.22,-2.7755575615628914e-17
16784.png,0.22,-2.7755575615628914e-17
16785.png,0.22,-2.7755575615628914e-17
16786.png,0.22,-2.7755575615628914e-17
16787.png,0.22,-2.7755575615628914e-17
16788.png,0.22,-2.7755575615628914e-17
16789.png,0.22,-2.7755575615628914e-17
16790.png,0.22,-2.7755575615628914e-17
16791.png,0.22,-2.7755575615628914e-17
16792.png,0.22,-2.7755575615628914e-17
16793.png,0.22,-2.7755575615628914e-17
16794.png,0.22,-2.7755575615628914e-17
16795.png,0.22,-2.7755575615628914e-17
16796.png,0.22,-2.7755575615628914e-17
16797.png,0.22,-2.7755575615628914e-17
16798.png,0.22,-2.7755575615628914e-17
16799.png,0.22,-2.7755575615628914e-17
16800.png,0.22,-2.7755575615628914e-17
16801.png,0.22,-2.7755575615628914e-17
16802.png,0.22,-2.7755575615628914e-17
16803.png,0.22,-2.7755575615628914e-17
16804.png,0.22,-2.7755575615628914e-17
16805.png,0.22,-2.7755575615628914e-17
16806.png,0.22,-2.7755575615628914e-17
16807.png,0.22,-2.7755575615628914e-17
16808.png,0.22,-2.7755575615628914e-17
16809.png,0.22,-2.7755575615628914e-17
16810.png,0.22,-2.7755575615628914e-17
16811.png,0.22,-2.7755575615628914e-17
16812.png,0.22,-2.7755575615628914e-17
16813.png,0.22,-2.7755575615628914e-17
16814.png,0.22,-2.7755575615628914e-17
16815.png,0.22,-2.7755575615628914e-17
16816.png,0.22,-2.7755575615628914e-17
16817.png,0.22,-2.7755575615628914e-17
16818.png,0.22,-2.7755575615628914e-17
16819.png,0.22,-2.7755575615628914e-17
16820.png,0.22,-2.7755575615628914e-17
16821.png,0.22,-2.7755575615628914e-17
16822.png,0.22,-2.7755575615628914e-17
16823.png,0.22,-2.7755575615628914e-17
16824.png,0.22,-2.7755575615628914e-17
16825.png,0.22,-2.7755575615628914e-17
16826.png,0.22,-2.7755575615628914e-17
16827.png,0.22,-2.7755575615628914e-17
16828.png,0.22,-2.7755575615628914e-17
16829.png,0.22,-2.7755575615628914e-17
16830.png,0.22,-2.7755575615628914e-17
16831.png,0.22,-2.7755575615628914e-17
16832.png,0.22,-2.7755575615628914e-17
16833.png,0.22,-2.7755575615628914e-17
16834.png,0.22,-2.7755575615628914e-17
16835.png,0.22,-2.7755575615628914e-17
16836.png,0.22,-2.7755575615628914e-17
16837.png,0.22,-2.7755575615628914e-17
16838.png,0.22,-2.7755575615628914e-17
16839.png,0.22,-2.7755575615628914e-17
16840.png,0.22,-2.7755575615628914e-17
16841.png,0.22,-2.7755575615628914e-17
16842.png,0.22,-2.7755575615628914e-17
16843.png,0.22,-2.7755575615628914e-17
16844.png,0.22,-2.7755575615628914e-17
16845.png,0.22,-2.7755575615628914e-17
16846.png,0.22,-2.7755575615628914e-17
16847.png,0.22,-2.7755575615628914e-17
16848.png,0.22,-2.7755575615628914e-17
16849.png,0.22,-2.7755575615628914e-17
16850.png,0.22,-2.7755575615628914e-17
16851.png,0.22,-2.7755575615628914e-17
16852.png,0.22,-2.7755575615628914e-17
16853.png,0.22,-2.7755575615628914e-17
16854.png,0.22,-2.7755575615628914e-17
16855.png,0.22,-2.7755575615628914e-17
16856.png,0.22,-2.7755575615628914e-17
16857.png,0.22,-2.7755575615628914e-17
16858.png,0.22,-2.7755575615628914e-17
16859.png,0.22,-2.7755575615628914e-17
16860.png,0.22,-2.7755575615628914e-17
16861.png,0.22,-2.7755575615628914e-17
16862.png,0.22,-2.7755575615628914e-17
16863.png,0.22,-2.7755575615628914e-17
16864.png,0.22,-2.7755575615628914e-17
16865.png,0.22,-2.7755575615628914e-17
16866.png,0.22,-2.7755575615628914e-17
16867.png,0.22,-2.7755575615628914e-17
16868.png,0.22,-2.7755575615628914e-17
16869.png,0.22,-2.7755575615628914e-17
16870.png,0.22,-2.7755575615628914e-17
16871.png,0.22,-2.7755575615628914e-17
16872.png,0.22,-2.7755575615628914e-17
16873.png,0.22,-2.7755575615628914e-17
16874.png,0.22,-2.7755575615628914e-17
16875.png,0.22,-2.7755575615628914e-17
16876.png,0.22,-2.7755575615628914e-17
16877.png,0.22,-2.7755575615628914e-17
16878.png,0.22,-2.7755575615628914e-17
16879.png,0.22,-2.7755575615628914e-17
16880.png,0.22,-2.7755575615628914e-17
16881.png,0.22,-2.7755575615628914e-17
16882.png,0.22,-2.7755575615628914e-17
16883.png,0.22,-2.7755575615628914e-17
16884.png,0.22,-2.7755575615628914e-17
16885.png,0.22,-2.7755575615628914e-17
16886.png,0.22,-2.7755575615628914e-17
16887.png,0.22,-2.7755575615628914e-17
16888.png,0.22,-2.7755575615628914e-17
16889.png,0.22,-2.7755575615628914e-17
16890.png,0.22,-2.7755575615628914e-17
16891.png,0.22,-2.7755575615628914e-17
16892.png,0.22,-2.7755575615628914e-17
16893.png,0.22,-2.7755575615628914e-17
16894.png,0.22,-2.7755575615628914e-17
16895.png,0.22,-2.7755575615628914e-17
16896.png,0.22,-2.7755575615628914e-17
16897.png,0.22,-2.7755575615628914e-17
16898.png,0.22,-2.7755575615628914e-17
16899.png,0.22,-2.7755575615628914e-17
16900.png,0.22,-2.7755575615628914e-17
16901.png,0.22,-2.7755575615628914e-17
16902.png,0.22,-2.7755575615628914e-17
16903.png,0.22,-2.7755575615628914e-17
16904.png,0.22,-2.7755575615628914e-17
16905.png,0.22,-2.7755575615628914e-17
16906.png,0.22,-2.7755575615628914e-17
16907.png,0.22,-2.7755575615628914e-17
16908.png,0.22,-2.7755575615628914e-17
16909.png,0.22,-2.7755575615628914e-17
16910.png,0.22,-2.7755575615628914e-17
16911.png,0.22,-2.7755575615628914e-17
16912.png,0.22,-2.7755575615628914e-17
16913.png,0.22,-2.7755575615628914e-17
16914.png,0.22,-2.7755575615628914e-17
16915.png,0.22,-2.7755575615628914e-17
16916.png,0.22,-2.7755575615628914e-17
16917.png,0.22,-2.7755575615628914e-17
16918.png,0.22,-2.7755575615628914e-17
16919.png,0.22,-2.7755575615628914e-17
16920.png,0.22,-2.7755575615628914e-17
16921.png,0.22,-2.7755575615628914e-17
16922.png,0.22,-2.7755575615628914e-17
16923.png,0.22,-2.7755575615628914e-17
16924.png,0.22,-2.7755575615628914e-17
16925.png,0.22,-2.7755575615628914e-17
16926.png,0.22,-2.7755575615628914e-17
16927.png,0.22,-2.7755575615628914e-17
16928.png,0.22,-2.7755575615628914e-17
16929.png,0.22,-2.7755575615628914e-17
16930.png,0.22,-2.7755575615628914e-17
16931.png,0.22,-2.7755575615628914e-17
16932.png,0.22,-2.7755575615628914e-17
16933.png,0.22,-2.7755575615628914e-17
16934.png,0.22,-2.7755575615628914e-17
16935.png,0.22,-2.7755575615628914e-17
16936.png,0.22,-2.7755575615628914e-17
16937.png,0.22,-2.7755575615628914e-17
16938.png,0.22,-2.7755575615628914e-17
16939.png,0.22,-2.7755575615628914e-17
16940.png,0.22,-2.7755575615628914e-17
16941.png,0.22,-2.7755575615628914e-17
16942.png,0.22,-0.05000000000000003
16943.png,0.22,-0.05000000000000003
16944.png,0.22,-0.05000000000000003
16945.png,0.22,-0.05000000000000003
16946.png,0.22,-0.10000000000000003
16947.png,0.22,-0.10000000000000003
16948.png,0.22,-0.10000000000000003
16949.png,0.22,-0.10000000000000003
16950.png,0.22,-0.10000000000000003
16951.png,0.22,-0.10000000000000003
16952.png,0.22,-0.10000000000000003
16953.png,0.22,-0.10000000000000003
16954.png,0.22,-0.10000000000000003
16955.png,0.22,-0.10000000000000003
16956.png,0.22,-0.10000000000000003
16957.png,0.22,-0.10000000000000003
16958.png,0.22,-0.10000000000000003
16959.png,0.22,-0.10000000000000003
16960.png,0.22,-0.10000000000000003
16961.png,0.22,-0.10000000000000003
16962.png,0.22,-0.10000000000000003
16963.png,0.22,-0.10000000000000003
16964.png,0.22,-0.10000000000000003
16965.png,0.22,-0.10000000000000003
16966.png,0.22,-0.10000000000000003
16967.png,0.22,-0.10000000000000003
16968.png,0.22,-0.10000000000000003
16969.png,0.22,-0.10000000000000003
16970.png,0.22,-0.10000000000000003
16971.png,0.22,-0.10000000000000003
16972.png,0.22,-0.10000000000000003
16973.png,0.22,-0.10000000000000003
16974.png,0.22,-0.10000000000000003
16975.png,0.22,-0.10000000000000003
16976.png,0.22,-0.10000000000000003
16977.png,0.22,-0.10000000000000003
16978.png,0.22,-0.10000000000000003
16979.png,0.22,-0.10000000000000003
16980.png,0.22,-0.10000000000000003
16981.png,0.22,-0.10000000000000003
16982.png,0.22,-0.10000000000000003
16983.png,0.22,-0.10000000000000003
16984.png,0.22,-0.10000000000000003
16985.png,0.22,-0.10000000000000003
16986.png,0.22,-0.10000000000000003
16987.png,0.22,-0.10000000000000003
16988.png,0.22,-0.10000000000000003
16989.png,0.22,-0.10000000000000003
16990.png,0.22,-0.10000000000000003
16991.png,0.22,-0.10000000000000003
16992.png,0.22,-0.10000000000000003
16993.png,0.22,-0.15000000000000002
16994.png,0.22,-0.15000000000000002
16995.png,0.22,-0.15000000000000002
16996.png,0.22,-0.2
16997.png,0.22,-0.2
16998.png,0.22,-0.2
16999.png,0.22,-0.2
17000.png,0.22,-0.20000000000000004
17001.png,0.22,-0.20000000000000004
17002.png,0.22,-0.20000000000000004
17003.png,0.22,-0.20000000000000004
17004.png,0.22,-0.20000000000000004
17005.png,0.22,-0.20000000000000004
17006.png,0.22,-0.20000000000000004
17007.png,0.22,-0.20000000000000004
17008.png,0.22,-0.20000000000000004
17009.png,0.22,-0.20000000000000004
17010.png,0.22,-0.20000000000000004
17011.png,0.22,-0.20000000000000004
17012.png,0.22,-0.20000000000000004
17013.png,0.22,-0.20000000000000004
17014.png,0.22,-0.20000000000000004
17015.png,0.22,-0.20000000000000004
17016.png,0.22,-0.20000000000000004
17017.png,0.22,-0.20000000000000004
17018.png,0.22,-0.20000000000000004
17019.png,0.22,-0.20000000000000004
17020.png,0.22,-0.20000000000000004
17021.png,0.22,-0.20000000000000004
17022.png,0.22,-0.20000000000000004
17023.png,0.22,-0.20000000000000004
17024.png,0.22,-0.20000000000000004
17025.png,0.22,-0.20000000000000004
17026.png,0.22,-0.20000000000000004
17027.png,0.22,-0.20000000000000004
17028.png,0.22,-0.20000000000000004
17029.png,0.22,-0.20000000000000004
17030.png,0.22,-0.20000000000000004
17031.png,0.22,-0.20000000000000004
17032.png,0.22,-0.20000000000000004
17033.png,0.22,-0.20000000000000004
17034.png,0.22,-0.20000000000000004
17035.png,0.22,-0.20000000000000004
17036.png,0.22,-0.20000000000000004
17037.png,0.22,-0.20000000000000004
17038.png,0.22,-0.20000000000000004
17039.png,0.22,-0.20000000000000004
17040.png,0.22,-0.20000000000000004
17041.png,0.22,-0.20000000000000004
17042.png,0.22,-0.20000000000000004
17043.png,0.22,-0.20000000000000004
17044.png,0.22,-0.20000000000000004
17045.png,0.22,-0.20000000000000004
17046.png,0.22,-0.20000000000000004
17047.png,0.22,-0.20000000000000004
17048.png,0.22,-0.20000000000000004
17049.png,0.22,-0.20000000000000004
17050.png,0.22,-0.20000000000000004
17051.png,0.22,-0.20000000000000004
17052.png,0.22,-0.20000000000000004
17053.png,0.22,-0.20000000000000004
17054.png,0.22,-0.20000000000000004
17055.png,0.22,-0.20000000000000004
17056.png,0.22,-0.20000000000000004
17057.png,0.22,-0.20000000000000004
17058.png,0.22,-0.20000000000000004
17059.png,0.22,-0.20000000000000004
17060.png,0.22,-0.20000000000000004
17061.png,0.22,-0.20000000000000004
17062.png,0.22,-0.20000000000000004
17063.png,0.22,-0.20000000000000004
17064.png,0.22,-0.20000000000000004
17065.png,0.22,-0.20000000000000004
17066.png,0.22,-0.20000000000000004
17067.png,0.22,-0.20000000000000004
17068.png,0.22,-0.20000000000000004
17069.png,0.22,-0.20000000000000004
17070.png,0.22,-0.20000000000000004
17071.png,0.22,-0.20000000000000004
17072.png,0.22,-0.20000000000000004
17073.png,0.22,-0.20000000000000004
17074.png,0.22,-0.20000000000000004
17075.png,0.22,-0.20000000000000004
17076.png,0.22,-0.20000000000000004
17077.png,0.22,-0.20000000000000004
17078.png,0.22,-0.20000000000000004
17079.png,0.22,-0.20000000000000004
17080.png,0.22,-0.20000000000000004
17081.png,0.22,-0.20000000000000004
17082.png,0.22,-0.20000000000000004
17083.png,0.22,-0.20000000000000004
17084.png,0.22,-0.20000000000000004
17085.png,0.22,-0.20000000000000004
17086.png,0.22,-0.20000000000000004
17087.png,0.22,-0.20000000000000004
17088.png,0.22,-0.20000000000000004
17089.png,0.22,-0.20000000000000004
17090.png,0.22,-0.20000000000000004
17091.png,0.22,-0.20000000000000004
17092.png,0.22,-0.20000000000000004
17093.png,0.22,-0.20000000000000004
17094.png,0.22,-0.20000000000000004
17095.png,0.22,-0.20000000000000004
17096.png,0.22,-0.20000000000000004
17097.png,0.22,-0.20000000000000004
17098.png,0.22,-0.20000000000000004
17099.png,0.22,-0.20000000000000004
17100.png,0.22,-0.20000000000000004
17101.png,0.22,-0.20000000000000004
17102.png,0.22,-0.20000000000000004
17103.png,0.22,-0.20000000000000004
17104.png,0.22,-0.20000000000000004
17105.png,0.22,-0.20000000000000004
17106.png,0.22,-0.20000000000000004
17107.png,0.22,-0.20000000000000004
17108.png,0.22,-0.20000000000000004
17109.png,0.22,-0.20000000000000004
17110.png,0.22,-0.20000000000000004
17111.png,0.22,-0.20000000000000004
17112.png,0.22,-0.20000000000000004
17113.png,0.22,-0.20000000000000004
17114.png,0.22,-0.20000000000000004
17115.png,0.22,-0.20000000000000004
17116.png,0.22,-0.20000000000000004
17117.png,0.22,-0.20000000000000004
17118.png,0.22,-0.20000000000000004
17119.png,0.22,-0.20000000000000004
17120.png,0.22,-0.20000000000000004
17121.png,0.22,-0.20000000000000004
17122.png,0.22,-0.20000000000000004
17123.png,0.22,-0.20000000000000004
17124.png,0.22,-0.20000000000000004
17125.png,0.22,-0.20000000000000004
17126.png,0.22,-0.20000000000000004
17127.png,0.22,-0.20000000000000004
17128.png,0.22,-0.20000000000000004
17129.png,0.22,-0.20000000000000004
17130.png,0.22,-0.20000000000000004
17131.png,0.22,-0.20000000000000004
17132.png,0.22,-0.20000000000000004
17133.png,0.22,-0.20000000000000004
17134.png,0.22,-0.20000000000000004
17135.png,0.22,-0.20000000000000004
17136.png,0.22,-0.20000000000000004
17137.png,0.22,-0.20000000000000004
17138.png,0.22,-0.20000000000000004
17139.png,0.22,-0.20000000000000004
17140.png,0.22,-0.20000000000000004
17141.png,0.22,-0.20000000000000004
17142.png,0.22,-0.20000000000000004
17143.png,0.22,-0.20000000000000004
17144.png,0.22,-0.20000000000000004
17145.png,0.22,-0.20000000000000004
17146.png,0.22,-0.20000000000000004
17147.png,0.22,-0.20000000000000004
17148.png,0.22,-0.20000000000000004
17149.png,0.22,-0.20000000000000004
17150.png,0.22,-0.20000000000000004
17151.png,0.22,-0.20000000000000004
17152.png,0.22,-0.15000000000000002
17153.png,0.22,-0.15000000000000002
17154.png,0.22,-0.15000000000000002
17155.png,0.22,-0.10000000000000003
17156.png,0.22,-0.10000000000000003
17157.png,0.22,-0.10000000000000003
17158.png,0.22,-0.10000000000000003
17159.png,0.22,-0.10000000000000003
17160.png,0.22,-0.10000000000000003
17161.png,0.22,-0.10000000000000003
17162.png,0.22,-0.10000000000000003
17163.png,0.22,-0.10000000000000003
17164.png,0.22,-0.10000000000000003
17165.png,0.22,-0.10000000000000003
17166.png,0.22,-0.10000000000000003
17167.png,0.22,-0.10000000000000003
17168.png,0.22,-0.10000000000000003
17169.png,0.22,-0.10000000000000003
17170.png,0.22,-0.10000000000000003
17171.png,0.22,-0.10000000000000003
17172.png,0.22,-0.10000000000000003
17173.png,0.22,-0.10000000000000003
17174.png,0.22,-0.10000000000000003
17175.png,0.22,-0.10000000000000003
17176.png,0.22,-0.10000000000000003
17177.png,0.22,-0.10000000000000003
17178.png,0.22,-0.10000000000000003
17179.png,0.22,-0.10000000000000003
17180.png,0.22,-0.10000000000000003
17181.png,0.22,-0.10000000000000003
17182.png,0.22,-0.10000000000000003
17183.png,0.22,-0.10000000000000003
17184.png,0.22,-0.10000000000000003
17185.png,0.22,-0.10000000000000003
17186.png,0.22,-0.10000000000000003
17187.png,0.22,-0.10000000000000003
17188.png,0.22,-0.10000000000000003
17189.png,0.22,-0.10000000000000003
17190.png,0.22,-0.10000000000000003
17191.png,0.22,-0.10000000000000003
17192.png,0.22,-0.10000000000000003
17193.png,0.22,-0.05000000000000003
17194.png,0.22,-0.05000000000000003
17195.png,0.22,-0.05000000000000003
17196.png,0.22,-0.05000000000000003
17197.png,0.22,-2.7755575615628914e-17
17198.png,0.22,-2.7755575615628914e-17
17199.png,0.22,-2.7755575615628914e-17
17200.png,0.22,-2.7755575615628914e-17
17201.png,0.22,-2.7755575615628914e-17
17202.png,0.22,-2.7755575615628914e-17
17203.png,0.22,-2.7755575615628914e-17
17204.png,0.22,-2.7755575615628914e-17
17205.png,0.22,-2.7755575615628914e-17
17206.png,0.22,-2.7755575615628914e-17
17207.png,0.22,-2.7755575615628914e-17
17208.png,0.22,-2.7755575615628914e-17
17209.png,0.22,-2.7755575615628914e-17
17210.png,0.22,-2.7755575615628914e-17
17211.png,0.22,-2.7755575615628914e-17
17212.png,0.22,-2.7755575615628914e-17
17213.png,0.22,-2.7755575615628914e-17
17214.png,0.22,-2.7755575615628914e-17
17215.png,0.22,-2.7755575615628914e-17
17216.png,0.22,-2.7755575615628914e-17
17217.png,0.22,-2.7755575615628914e-17
17218.png,0.22,-2.7755575615628914e-17
17219.png,0.22,-2.7755575615628914e-17
17220.png,0.22,-2.7755575615628914e-17
17221.png,0.22,-2.7755575615628914e-17
17222.png,0.22,-2.7755575615628914e-17
17223.png,0.22,-2.7755575615628914e-17
17224.png,0.22,-2.7755575615628914e-17
17225.png,0.22,-2.7755575615628914e-17
17226.png,0.22,-2.7755575615628914e-17
17227.png,0.22,-2.7755575615628914e-17
17228.png,0.22,-2.7755575615628914e-17
17229.png,0.22,-2.7755575615628914e-17
17230.png,0.22,-2.7755575615628914e-17
17231.png,0.22,-2.7755575615628914e-17
17232.png,0.22,-2.7755575615628914e-17
17233.png,0.22,-2.7755575615628914e-17
17234.png,0.22,-2.7755575615628914e-17
17235.png,0.22,-2.7755575615628914e-17
17236.png,0.22,-2.7755575615628914e-17
17237.png,0.22,-2.7755575615628914e-17
17238.png,0.22,-2.7755575615628914e-17
17239.png,0.22,-2.7755575615628914e-17
17240.png,0.22,-2.7755575615628914e-17
17241.png,0.22,-2.7755575615628914e-17
17242.png,0.22,-2.7755575615628914e-17
17243.png,0.22,-2.7755575615628914e-17
17244.png,0.22,-2.7755575615628914e-17
17245.png,0.22,-2.7755575615628914e-17
17246.png,0.22,-2.7755575615628914e-17
17247.png,0.22,-2.7755575615628914e-17
17248.png,0.22,-2.7755575615628914e-17
17249.png,0.22,-2.7755575615628914e-17
17250.png,0.22,-2.7755575615628914e-17
17251.png,0.22,-2.7755575615628914e-17
17252.png,0.22,-2.7755575615628914e-17
17253.png,0.22,-2.7755575615628914e-17
17254.png,0.22,-2.7755575615628914e-17
17255.png,0.22,-2.7755575615628914e-17
17256.png,0.22,-2.7755575615628914e-17
17257.png,0.22,-2.7755575615628914e-17
17258.png,0.22,-2.7755575615628914e-17
17259.png,0.22,-2.7755575615628914e-17
17260.png,0.22,-2.7755575615628914e-17
17261.png,0.22,-2.7755575615628914e-17
17262.png,0.22,-2.7755575615628914e-17
17263.png,0.22,-2.7755575615628914e-17
17264.png,0.22,-2.7755575615628914e-17
17265.png,0.22,-2.7755575615628914e-17
17266.png,0.22,-2.7755575615628914e-17
17267.png,0.22,-2.7755575615628914e-17
17268.png,0.22,-2.7755575615628914e-17
17269.png,0.22,-2.7755575615628914e-17
17270.png,0.22,-2.7755575615628914e-17
17271.png,0.22,-2.7755575615628914e-17
17272.png,0.22,-2.7755575615628914e-17
17273.png,0.22,-2.7755575615628914e-17
17274.png,0.22,-2.7755575615628914e-17
17275.png,0.22,-2.7755575615628914e-17
17276.png,0.22,-2.7755575615628914e-17
17277.png,0.22,-2.7755575615628914e-17
17278.png,0.22,-2.7755575615628914e-17
17279.png,0.22,-2.7755575615628914e-17
17280.png,0.22,-2.7755575615628914e-17
17281.png,0.22,-2.7755575615628914e-17
17282.png,0.22,-2.7755575615628914e-17
17283.png,0.22,-2.7755575615628914e-17
17284.png,0.22,-2.7755575615628914e-17
17285.png,0.22,-2.7755575615628914e-17
17286.png,0.22,-2.7755575615628914e-17
17287.png,0.22,-2.7755575615628914e-17
17288.png,0.22,-2.7755575615628914e-17
17289.png,0.22,-2.7755575615628914e-17
17290.png,0.22,-2.7755575615628914e-17
17291.png,0.22,-2.7755575615628914e-17
17292.png,0.22,-2.7755575615628914e-17
17293.png,0.22,-2.7755575615628914e-17
17294.png,0.22,-2.7755575615628914e-17
17295.png,0.22,-2.7755575615628914e-17
17296.png,0.22,-2.7755575615628914e-17
17297.png,0.22,-2.7755575615628914e-17
17298.png,0.22,-2.7755575615628914e-17
17299.png,0.22,-2.7755575615628914e-17
17300.png,0.22,-2.7755575615628914e-17
17301.png,0.22,-2.7755575615628914e-17
17302.png,0.22,-2.7755575615628914e-17
17303.png,0.22,-2.7755575615628914e-17
17304.png,0.22,-2.7755575615628914e-17
17305.png,0.22,-2.7755575615628914e-17
17306.png,0.22,-2.7755575615628914e-17
17307.png,0.22,-2.7755575615628914e-17
17308.png,0.22,-2.7755575615628914e-17
17309.png,0.22,-2.7755575615628914e-17
17310.png,0.22,-2.7755575615628914e-17
17311.png,0.22,-2.7755575615628914e-17
17312.png,0.22,-2.7755575615628914e-17
17313.png,0.22,-2.7755575615628914e-17
17314.png,0.22,-2.7755575615628914e-17
17315.png,0.22,-2.7755575615628914e-17
17316.png,0.22,-2.7755575615628914e-17
17317.png,0.22,-2.7755575615628914e-17
17318.png,0.22,-2.7755575615628914e-17
17319.png,0.22,-2.7755575615628914e-17
17320.png,0.22,-2.7755575615628914e-17
17321.png,0.22,-2.7755575615628914e-17
17322.png,0.22,-2.7755575615628914e-17
17323.png,0.22,-2.7755575615628914e-17
17324.png,0.22,-2.7755575615628914e-17
17325.png,0.22,-2.7755575615628914e-17
17326.png,0.22,-2.7755575615628914e-17
17327.png,0.22,-2.7755575615628914e-17
17328.png,0.22,-2.7755575615628914e-17
17329.png,0.22,-2.7755575615628914e-17
17330.png,0.22,-2.7755575615628914e-17
17331.png,0.22,-2.7755575615628914e-17
17332.png,0.22,-2.7755575615628914e-17
17333.png,0.22,-2.7755575615628914e-17
17334.png,0.22,-2.7755575615628914e-17
17335.png,0.22,-2.7755575615628914e-17
17336.png,0.22,-2.7755575615628914e-17
17337.png,0.22,-2.7755575615628914e-17
17338.png,0.22,-2.7755575615628914e-17
17339.png,0.22,-2.7755575615628914e-17
17340.png,0.22,-2.7755575615628914e-17
17341.png,0.22,-2.7755575615628914e-17
17342.png,0.22,-2.7755575615628914e-17
17343.png,0.22,-2.7755575615628914e-17
17344.png,0.22,-2.7755575615628914e-17
17345.png,0.22,-2.7755575615628914e-17
17346.png,0.22,-2.7755575615628914e-17
17347.png,0.22,-2.7755575615628914e-17
17348.png,0.22,-2.7755575615628914e-17
17349.png,0.22,-2.7755575615628914e-17
17350.png,0.22,-2.7755575615628914e-17
17351.png,0.22,-2.7755575615628914e-17
17352.png,0.22,-2.7755575615628914e-17
17353.png,0.22,-2.7755575615628914e-17
17354.png,0.22,-2.7755575615628914e-17
17355.png,0.22,-2.7755575615628914e-17
17356.png,0.22,-2.7755575615628914e-17
17357.png,0.22,-2.7755575615628914e-17
17358.png,0.22,-2.7755575615628914e-17
17359.png,0.22,-2.7755575615628914e-17
17360.png,0.22,-2.7755575615628914e-17
17361.png,0.22,-2.7755575615628914e-17
17362.png,0.22,-2.7755575615628914e-17
17363.png,0.22,-2.7755575615628914e-17
17364.png,0.22,-2.7755575615628914e-17
17365.png,0.22,-2.7755575615628914e-17
17366.png,0.22,-2.7755575615628914e-17
17367.png,0.22,-2.7755575615628914e-17
17368.png,0.22,-2.7755575615628914e-17
17369.png,0.22,-2.7755575615628914e-17
17370.png,0.22,-2.7755575615628914e-17
17371.png,0.22,-2.7755575615628914e-17
17372.png,0.22,-2.7755575615628914e-17
17373.png,0.22,-2.7755575615628914e-17
17374.png,0.22,-2.7755575615628914e-17
17375.png,0.22,-2.7755575615628914e-17
17376.png,0.22,-2.7755575615628914e-17
17377.png,0.22,-2.7755575615628914e-17
17378.png,0.22,-2.7755575615628914e-17
17379.png,0.22,-2.7755575615628914e-17
17380.png,0.22,-2.7755575615628914e-17
17381.png,0.22,-2.7755575615628914e-17
17382.png,0.22,-2.7755575615628914e-17
17383.png,0.22,-2.7755575615628914e-17
17384.png,0.22,-2.7755575615628914e-17
17385.png,0.22,-2.7755575615628914e-17
17386.png,0.22,-2.7755575615628914e-17
17387.png,0.22,-2.7755575615628914e-17
17388.png,0.22,-2.7755575615628914e-17
17389.png,0.22,-2.7755575615628914e-17
17390.png,0.22,-2.7755575615628914e-17
17391.png,0.22,-2.7755575615628914e-17
17392.png,0.22,-2.7755575615628914e-17
17393.png,0.22,-2.7755575615628914e-17
17394.png,0.22,-2.7755575615628914e-17
17395.png,0.22,-2.7755575615628914e-17
17396.png,0.22,-2.7755575615628914e-17
17397.png,0.22,-2.7755575615628914e-17
17398.png,0.22,-2.7755575615628914e-17
17399.png,0.22,-2.7755575615628914e-17
17400.png,0.22,-2.7755575615628914e-17
17401.png,0.22,-2.7755575615628914e-17
17402.png,0.22,-2.7755575615628914e-17
17403.png,0.22,-2.7755575615628914e-17
17404.png,0.22,-2.7755575615628914e-17
17405.png,0.22,-2.7755575615628914e-17
17406.png,0.22,-2.7755575615628914e-17
17407.png,0.22,-2.7755575615628914e-17
17408.png,0.22,-2.7755575615628914e-17
17409.png,0.22,-2.7755575615628914e-17
17410.png,0.22,-2.7755575615628914e-17
17411.png,0.22,-2.7755575615628914e-17
17412.png,0.22,-2.7755575615628914e-17
17413.png,0.22,-2.7755575615628914e-17
17414.png,0.22,-2.7755575615628914e-17
17415.png,0.22,-2.7755575615628914e-17
17416.png,0.22,-2.7755575615628914e-17
17417.png,0.22,-2.7755575615628914e-17
17418.png,0.22,-2.7755575615628914e-17
17419.png,0.22,-2.7755575615628914e-17
17420.png,0.22,-2.7755575615628914e-17
17421.png,0.22,-2.7755575615628914e-17
17422.png,0.22,-2.7755575615628914e-17
17423.png,0.22,-2.7755575615628914e-17
17424.png,0.22,-2.7755575615628914e-17
17425.png,0.22,-2.7755575615628914e-17
17426.png,0.22,-2.7755575615628914e-17
17427.png,0.22,-2.7755575615628914e-17
17428.png,0.22,-2.7755575615628914e-17
17429.png,0.22,-2.7755575615628914e-17
17430.png,0.22,-2.7755575615628914e-17
17431.png,0.22,-2.7755575615628914e-17
17432.png,0.22,-2.7755575615628914e-17
17433.png,0.22,-2.7755575615628914e-17
17434.png,0.22,-2.7755575615628914e-17
17435.png,0.22,-2.7755575615628914e-17
17436.png,0.22,-2.7755575615628914e-17
17437.png,0.22,-2.7755575615628914e-17
17438.png,0.22,-2.7755575615628914e-17
